Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
FXRNORM,Norway Total Foreign Exchange Reserves Excluding Gold,International Liquidity,United States Dollar,Norway,,,,,,,National Currency,Millions,Stock,None,Monthly From Jan 1957 To Jan 2020<BR>,Source: World Bank,
Date,Ticker,Open,High,Low,Close,Percent_Gdp
08/31/1998,FXRNORM,,,,23521.93,2.06
09/30/1998,FXRNORM,,,,23097.32,2.03
10/30/1998,FXRNORM,,,,22505.98,1.97
10/31/1998,FXRNORM,,,,22559.83,1.98
11/30/1998,FXRNORM,,,,19648.79,1.72
12/31/1998,FXRNORM,,,,19093.66,1.64
01/29/1999,FXRNORM,,,,19941.58,1.71
01/31/1999,FXRNORM,,,,19989.3,1.72
02/26/1999,FXRNORM,,,,20171.58,1.73
02/28/1999,FXRNORM,,,,20219.85,1.74
03/31/1999,FXRNORM,,,,20961.62,1.8
04/30/1999,FXRNORM,,,,21760.23,1.87
05/31/1999,FXRNORM,,,,23613.75,2.03
06/30/1999,FXRNORM,,,,19889.06,1.71
07/30/1999,FXRNORM,,,,21596.2,1.86
07/31/1999,FXRNORM,,,,21647.86,1.86
08/31/1999,FXRNORM,,,,22118.38,1.9
09/30/1999,FXRNORM,,,,20956.61,1.8
