Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
FXRECAM,Europe & Central Asia Total Foreign Exchange Reserves Excluding Gold,International Liquidity,United States Dollar,World,,,,,,,National Currency,Millions,Stock,None,Annual From Jan 1990 To Jan 1995<BR>Monthly From Feb 1995 To Jan 2020<BR>,Source: World Bank,
Date,Ticker,Open,High,Low,Close,Percent_Gdp
11/30/1998,FXRECAM,,,,91558.43,150345582373.34
12/31/1998,FXRECAM,,,,92322.75,151539785148.85
01/29/1999,FXRECAM,,,,40293.85,66138859293.3
01/31/1999,FXRECAM,,,,91378.04,149989125637.22
02/26/1999,FXRECAM,,,,40272.25,66103404767.09
02/28/1999,FXRECAM,,,,91235.33,149754879552.28
03/31/1999,FXRECAM,,,,86970.3,142754202797.59
04/30/1999,FXRECAM,,,,87226.7,143175061154.95
05/31/1999,FXRECAM,,,,87275.51,143255178535.7
06/30/1999,FXRECAM,,,,87654.43,143877142844.48
07/30/1999,FXRECAM,,,,44017.81,72251416580.67
07/31/1999,FXRECAM,,,,90350.24,148302081098.62
08/31/1999,FXRECAM,,,,90312.73,148240511687.6
09/30/1999,FXRECAM,,,,90665.12,148818929302.85
10/31/1999,FXRECAM,,,,91098.06,149529562755.41
11/30/1999,FXRECAM,,,,90849.5,149121573077.93
12/31/1999,FXRECAM,,,,93816.13,149629077787.84
01/31/2000,FXRECAM,,,,93509.29,149139693006.9
02/28/2000,FXRECAM,,,,51535.18,82194410034.08
02/29/2000,FXRECAM,,,,93986.28,149900453164.18
03/31/2000,FXRECAM,,,,94996.82,151512182066.96
04/30/2000,FXRECAM,,,,94555.24,150807897972.43
05/31/2000,FXRECAM,,,,98867.57,157685712704.47
06/30/2000,FXRECAM,,,,102855.8,164046614362.91
07/31/2000,FXRECAM,,,,104953.5,167392274821.04
08/31/2000,FXRECAM,,,,105371.1,168058312770.85
09/30/2000,FXRECAM,,,,106644.6,170089441432.44
10/31/2000,FXRECAM,,,,107580.8,171582604096.74
11/30/2000,FXRECAM,,,,105775.3,168702978813.26
12/31/2000,FXRECAM,,,,111933.4,190275327328.05
01/31/2001,FXRECAM,,,,116798.4,198545329556.61
02/28/2001,FXRECAM,,,,112972.2,192041181041.31
03/31/2001,FXRECAM,,,,109782.3,186618677421.81
04/30/2001,FXRECAM,,,,112631.8,191462535869.97
05/31/2001,FXRECAM,,,,115012.9,195510162243.33
06/30/2001,FXRECAM,,,,114045,193864831275.81
07/31/2001,FXRECAM,,,,118101.5,200760466227.54
08/31/2001,FXRECAM,,,,121514.7,206562556999.69
09/30/2001,FXRECAM,,,,123820.1,210481501118.45
10/31/2001,FXRECAM,,,,124488.8,211618222699.18
11/30/2001,FXRECAM,,,,119297,202792693907.75
12/31/2001,FXRECAM,,,,120905.9,201941314608.88
01/31/2002,FXRECAM,,,,119492.1,199579935796.15
02/28/2002,FXRECAM,,,,121357.6,202695759940.41
03/31/2002,FXRECAM,,,,122475.2,204562415026.77
04/30/2002,FXRECAM,,,,127644.9,213197030989.55
05/31/2002,FXRECAM,,,,131419.5,219501501541.63
06/30/2002,FXRECAM,,,,135282.8,225954121973.95
07/31/2002,FXRECAM,,,,137757.6,230087620549.24
08/31/2002,FXRECAM,,,,141839,236904519322.95
09/30/2002,FXRECAM,,,,143280.5,239312163656.35
10/31/2002,FXRECAM,,,,144938.9,242082082048.64
11/30/2002,FXRECAM,,,,147512.1,246379931787.59
12/31/2002,FXRECAM,,,,150024.2,227492732400.55
01/31/2003,FXRECAM,,,,160571.5,243486379401.82
02/28/2003,FXRECAM,,,,163968.3,248637197159.35
03/31/2003,FXRECAM,,,,163997.6,248681626905.08
04/30/2003,FXRECAM,,,,169377.7,256839868372.71
05/31/2003,FXRECAM,,,,181233,274816932009.3
06/30/2003,FXRECAM,,,,179493.4,272179048539.27
07/31/2003,FXRECAM,,,,180601.4,273859190459.71
08/31/2003,FXRECAM,,,,178773,271086653016.27
09/30/2003,FXRECAM,,,,186277.8,282466733417.43
10/31/2003,FXRECAM,,,,189679.1,287624374856.04
11/30/2003,FXRECAM,,,,192759.6,292295563651.98
12/31/2003,FXRECAM,,,,205882.9,267364729676.22
01/31/2004,FXRECAM,,,,217457.7,282396057062.11
02/29/2004,FXRECAM,,,,221082.8,287103703406.46
03/31/2004,FXRECAM,,,,215914.5,280392018597.35
04/30/2004,FXRECAM,,,,214993.3,279195725029.61
05/31/2004,FXRECAM,,,,222030.3,288334150817.92
06/30/2004,FXRECAM,,,,226485,294119136658.36
07/31/2004,FXRECAM,,,,226077.2,293589557286.97
08/31/2004,FXRECAM,,,,230754.4,299663487242.5
09/30/2004,FXRECAM,,,,239573.9,311116712514.63
10/31/2004,FXRECAM,,,,254305.5,330247540046.68
11/30/2004,FXRECAM,,,,268937.4,349248894642.66
12/31/2004,FXRECAM,,,,280252,323295572526.13
01/31/2005,FXRECAM,,,,284310.5,327977412731.01
02/28/2005,FXRECAM,,,,300742.2,346932838059.2
03/31/2005,FXRECAM,,,,301970.7,348350021918.19
04/30/2005,FXRECAM,,,,311705.1,359579516877
05/31/2005,FXRECAM,,,,313466.1,361610986779.87
06/30/2005,FXRECAM,,,,321802.2,371227418498.95
07/31/2005,FXRECAM,,,,317967.2,366803405394.18
08/31/2005,FXRECAM,,,,324985.6,374899753131.99
09/30/2005,FXRECAM,,,,335718,387280529727.98
10/31/2005,FXRECAM,,,,346524.1,399746325819.62
11/30/2005,FXRECAM,,,,356389.1,411126479477.65
12/31/2005,FXRECAM,,,,376529,434112304101.01
01/31/2006,FXRECAM,,,,389052,448550470574.93
02/28/2006,FXRECAM,,,,403922.4,465695029445.3
03/31/2006,FXRECAM,,,,419298.4,483422510696.04
04/30/2006,FXRECAM,,,,447109.2,515486469825.06
05/31/2006,FXRECAM,,,,478127.5,551248458097.67
06/30/2006,FXRECAM,,,,474635.4,547222304528.75
07/31/2006,FXRECAM,,,,495406.1,571169507625.43
08/31/2006,FXRECAM,,,,492932.9,568318076393.04
09/30/2006,FXRECAM,,,,499829.8,576269732573.98
10/31/2006,FXRECAM,,,,507022.2,584562080138.22
11/30/2006,FXRECAM,,,,535705.6,617632087663.41
12/31/2006,FXRECAM,,,,558624.2,572778707417.71
01/31/2007,FXRECAM,,,,564422.2,578723618049.23
02/28/2007,FXRECAM,,,,581881.7,596625509593.06
03/31/2007,FXRECAM,,,,611094.7,626578713159.6
04/30/2007,FXRECAM,,,,647993,664411948060.47
05/31/2007,FXRECAM,,,,685870.2,703248886482.76
06/30/2007,FXRECAM,,,,693885.9,711467689544.01
07/31/2007,FXRECAM,,,,713210.3,731281734215.94
08/31/2007,FXRECAM,,,,715148.9,733269454766.18
09/30/2007,FXRECAM,,,,731879.6,750424079861.54
10/31/2007,FXRECAM,,,,760144.7,779405365389.51
11/30/2007,FXRECAM,,,,791124.5,811170136410.99
12/31/2007,FXRECAM,,,,804569.4,722302082061.52
01/31/2008,FXRECAM,,,,819742.3,735923551211.24
02/29/2008,FXRECAM,,,,834332.5,749021901506.07
03/31/2008,FXRECAM,,,,866336.8,777753757981
04/30/2008,FXRECAM,,,,890005.8,799002599883.65
05/30/2008,FXRECAM,,,,780687.4,700862019434.49
05/31/2008,FXRECAM,,,,903488.1,811106333086.75
06/30/2008,FXRECAM,,,,937414.3,841563575055.48
07/31/2008,FXRECAM,,,,972051.6,872659206963.67
08/31/2008,FXRECAM,,,,950620.1,853419080416.84
09/30/2008,FXRECAM,,,,915026.7,821465109848.68
10/31/2008,FXRECAM,,,,804564.4,722297593312.12
11/30/2008,FXRECAM,,,,778209.2,698637215682.61
12/31/2008,FXRECAM,,,,750536.3,789714593798.56
01/31/2009,FXRECAM,,,,687944.9,723855897788.41
02/28/2009,FXRECAM,,,,685139.5,720904054791.02
03/31/2009,FXRECAM,,,,689974.5,725991443716.8
04/30/2009,FXRECAM,,,,688387,724321075584.5
05/31/2009,FXRECAM,,,,726630.8,764561217177
06/30/2009,FXRECAM,,,,732600,770842011794.54
07/31/2009,FXRECAM,,,,736341.6,774778924804.81
08/31/2009,FXRECAM,,,,757278,796808213223.78
09/30/2009,FXRECAM,,,,767784.5,807863156708.52
10/31/2009,FXRECAM,,,,799069.8,840781561829.45
11/30/2009,FXRECAM,,,,821848.3,864749108602.13
12/31/2009,FXRECAM,,,,801926.6,762914944322.09
01/31/2010,FXRECAM,,,,805147.3,765978965594.33
02/28/2010,FXRECAM,,,,799990.6,761073125716.49
03/31/2010,FXRECAM,,,,815846,776157201501.23
04/30/2010,FXRECAM,,,,840523.7,799634395201.38
05/31/2010,FXRECAM,,,,824119.4,784028121982.43
06/30/2010,FXRECAM,,,,826132.3,785943099601.86
07/31/2010,FXRECAM,,,,862195.8,820252203570.43
08/31/2010,FXRECAM,,,,865867.3,823745094588.23
09/30/2010,FXRECAM,,,,896059.8,852468807527.1
10/31/2010,FXRECAM,,,,907961.9,863791901135.44
11/30/2010,FXRECAM,,,,882460,839530602634.3
12/31/2010,FXRECAM,,,,880692.1,847824488070.95
01/31/2011,FXRECAM,,,,894159.1,860788896836.35
02/28/2011,FXRECAM,,,,918694.4,884408534348.9
03/31/2011,FXRECAM,,,,943583.8,908369056775.97
04/30/2011,FXRECAM,,,,985628.1,948844254775.13
05/31/2011,FXRECAM,,,,977408.3,940931219416.87
06/30/2011,FXRECAM,,,,983020.1,946333585876.33
07/31/2011,FXRECAM,,,,990305.8,953347382040.44
08/31/2011,FXRECAM,,,,1001849,964459787421.05
09/30/2011,FXRECAM,,,,951943.5,916416771037.2
10/31/2011,FXRECAM,,,,963231.1,927283115462.85
11/30/2011,FXRECAM,,,,939123.3,904075023561.59
12/31/2011,FXRECAM,,,,920313.3,891152128886.45
01/31/2012,FXRECAM,,,,931747.7,902224216948.78
02/29/2012,FXRECAM,,,,944892,914952024889.54
03/31/2012,FXRECAM,,,,940470,910670140976.82
04/30/2012,FXRECAM,,,,961446.9,930982364099.57
05/31/2012,FXRECAM,,,,930937.5,901439689055.05
06/30/2012,FXRECAM,,,,939980,910195667182.78
07/31/2012,FXRECAM,,,,938213.8,908485431233.74
08/30/2012,FXRECAM,,,,791658.6,766573999029.75
08/31/2012,FXRECAM,,,,954408.6,924167080620.84
09/30/2012,FXRECAM,,,,979469.9,948434284895.37
10/31/2012,FXRECAM,,,,978743.6,947730998534.94
11/30/2012,FXRECAM,,,,981537.6,950436467474.82
12/31/2012,FXRECAM,,,,994543.6,973822602660.59
01/31/2013,FXRECAM,,,,994358,973640869577.14
02/28/2013,FXRECAM,,,,986255.6,965707280485.82
03/31/2013,FXRECAM,,,,992995.5,972306756828.21
04/30/2013,FXRECAM,,,,1009037,988014037314.03
05/31/2013,FXRECAM,,,,989484.8,968869201138.18
06/30/2013,FXRECAM,,,,968476.9,948298994005.55
07/31/2013,FXRECAM,,,,974511.9,954208256713.65
08/31/2013,FXRECAM,,,,971515.4,951274187831.33
09/30/2013,FXRECAM,,,,983308.5,962821582370.32
10/31/2013,FXRECAM,,,,989907.2,969282800569.48
11/30/2013,FXRECAM,,,,983771.7,963275131746.69
12/31/2013,FXRECAM,,,,977713.4,945018591780.18
01/31/2014,FXRECAM,,,,954556.6,922636156880.41
02/28/2014,FXRECAM,,,,949474.8,917724292647.28
03/31/2014,FXRECAM,,,,942830.6,911302275185.41
04/30/2014,FXRECAM,,,,933734,902509866160.45
05/31/2014,FXRECAM,,,,932159.8,900988307524.57
06/30/2014,FXRECAM,,,,944746.9,913154493972.05
07/31/2014,FXRECAM,,,,933586.1,902366911947.36
08/31/2014,FXRECAM,,,,930193,899087277461.66
09/30/2014,FXRECAM,,,,912102,881601241836.19
10/31/2014,FXRECAM,,,,879135.5,849737144028.06
11/30/2014,FXRECAM,,,,865653.5,836705983102.6
12/31/2014,FXRECAM,,,,820083,838409628384.94
01/31/2015,FXRECAM,,,,805126.1,823118482280.47
02/28/2015,FXRECAM,,,,781968.8,799443679501.49
03/31/2015,FXRECAM,,,,772292.9,789551549408.2
04/30/2015,FXRECAM,,,,783102.5,800602714618.3
05/31/2015,FXRECAM,,,,780603.9,798048277692.42
06/30/2015,FXRECAM,,,,783945.3,801464348909.95
07/31/2015,FXRECAM,,,,775540.4,792871622215.69
08/31/2015,FXRECAM,,,,787904.7,805512230749.51
09/30/2015,FXRECAM,,,,790936.2,808611476543.47
10/31/2015,FXRECAM,,,,788518.3,806139543043.48
11/30/2015,FXRECAM,,,,774407.7,791713609446.16
12/31/2015,FXRECAM,,,,765978.6,865559977015.69
01/31/2016,FXRECAM,,,,772897.8,873378710584.7
02/29/2016,FXRECAM,,,,784838.4,886871653418.29
03/31/2016,FXRECAM,,,,795532.2,898955705482.16
04/30/2016,FXRECAM,,,,807909.4,912942008686.35
05/31/2016,FXRECAM,,,,803368,907810202028.02
06/30/2016,FXRECAM,,,,820150,926773953148.84
07/31/2016,FXRECAM,,,,821176.4,927933790721.86
08/31/2016,FXRECAM,,,,827884.2,935513641143.05
09/30/2016,FXRECAM,,,,829101.6,936889309753.13
10/31/2016,FXRECAM,,,,821264.6,928033457200.76
11/30/2016,FXRECAM,,,,806299.5,911122812945.12
12/31/2016,FXRECAM,,,,793470.6,890784234634.19
01/31/2017,FXRECAM,,,,808311.6,907445379768.24
02/28/2017,FXRECAM,,,,813916.8,913738018451.99
03/31/2017,FXRECAM,,,,816697.4,916859639647.31
04/30/2017,FXRECAM,,,,815946.8,916016983792.74
05/31/2017,FXRECAM,,,,826512.8,927878829994.91
06/30/2017,FXRECAM,,,,841801.9,945043031468.47
07/31/2017,FXRECAM,,,,850992.8,955361131246.96
08/31/2017,FXRECAM,,,,864109.6,970086615277.31
09/30/2017,FXRECAM,,,,866653.5,972942506868.61
10/31/2017,FXRECAM,,,,868887,975449930064.95
11/30/2017,FXRECAM,,,,877946.4,985620402285.66
12/31/2017,FXRECAM,,,,875561.5,883592739487.02
01/31/2018,FXRECAM,,,,906107.9,914419331630.99
02/28/2018,FXRECAM,,,,907186.4,915507724359.02
03/31/2018,FXRECAM,,,,912435.1,920804568968.73
04/30/2018,FXRECAM,,,,907626.9,915952264921.55
05/31/2018,FXRECAM,,,,896762.1,904987805662
06/30/2018,FXRECAM,,,,882398.1,890492049384.47
07/31/2018,FXRECAM,,,,890072,898236339561.17
08/31/2018,FXRECAM,,,,880389.6,888465126070.39
09/30/2018,FXRECAM,,,,873210,881219669946.04
10/31/2018,FXRECAM,,,,871316.8,879309104241.18
11/30/2018,FXRECAM,,,,884430.9,892543495594.51
12/31/2018,FXRECAM,,,,907650.3,940813310630.4
01/31/2019,FXRECAM,,,,914336.2,947743494770.2
02/28/2019,FXRECAM,,,,922476.5,956181218629.85
03/31/2019,FXRECAM,,,,921861.4,955543644591.29
04/30/2019,FXRECAM,,,,925013,958810395265.84
05/31/2019,FXRECAM,,,,933172.3,967267813332.5
06/30/2019,FXRECAM,,,,964673.5,999919979327.3
07/31/2019,FXRECAM,,,,967832.1,1003193985762.33
08/31/2019,FXRECAM,,,,983808.7,1019754326169.44
09/30/2019,FXRECAM,,,,987499.1,1023579563093.35
10/31/2019,FXRECAM,,,,1004616,1041321866882.29
11/30/2019,FXRECAM,,,,1000578,1037136329623.81
12/31/2019,FXRECAM,,,,1029943,1067295901781.79
01/31/2020,FXRECAM,,,,1031596,1069008851066.99
