Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
FXRBRAM,Brazil Total Foreign Exchange Reserves Excluding Gold,International Liquidity,United States Dollar,Brazil,,,,,,,National Currency,Millions,Stock,None,Monthly From Jan 1957 To Feb 2020<BR>,Source: World Bank,
Date,Ticker,Close,Percent_Gdp
01/31/1957,FXRBRAM,283,75631681243926.1
02/28/1957,FXRBRAM,277,74028182701652.1
03/31/1957,FXRBRAM,249,66545189504373.2
04/30/1957,FXRBRAM,209,55855199222546.2
05/31/1957,FXRBRAM,175,46768707482993.2
06/30/1957,FXRBRAM,126,33673469387755.1
07/31/1957,FXRBRAM,90,24052478134110.8
08/31/1957,FXRBRAM,113,30199222546161.3
09/30/1957,FXRBRAM,124,33138969873663.8
10/31/1957,FXRBRAM,159,42492711370262.4
11/30/1957,FXRBRAM,141,37682215743440.2
12/31/1957,FXRBRAM,152,33466773418735
01/31/1958,FXRBRAM,112,24659727782225.8
02/28/1958,FXRBRAM,106,23338670936749.4
03/31/1958,FXRBRAM,96,21136909527622.1
04/30/1958,FXRBRAM,97,21357085668534.8
05/31/1958,FXRBRAM,138,30384307445956.8
06/30/1958,FXRBRAM,120,26421136909527.6
07/31/1958,FXRBRAM,126,27742193755004
08/31/1958,FXRBRAM,180,39631705364291.4
09/30/1958,FXRBRAM,152,33466773418735
10/31/1958,FXRBRAM,141,31044835868695
11/30/1958,FXRBRAM,130,28622898318654.9
12/31/1958,FXRBRAM,140,24758842443729.9
01/31/1959,FXRBRAM,173,30594855305466.2
02/28/1959,FXRBRAM,185,32717041800643.1
03/31/1959,FXRBRAM,152,26881028938906.7
04/30/1959,FXRBRAM,114,20160771704180.1
05/31/1959,FXRBRAM,124,21929260450160.8
06/30/1959,FXRBRAM,114,20160771704180.1
07/31/1959,FXRBRAM,134,23697749196141.5
08/31/1959,FXRBRAM,147,25996784565916.4
09/30/1959,FXRBRAM,150,26527331189710.6
10/31/1959,FXRBRAM,124,21929260450160.8
11/30/1959,FXRBRAM,118,20868167202572.3
12/31/1959,FXRBRAM,111,13157327586206.9
01/31/1960,FXRBRAM,98,11616379310344.8
02/29/1960,FXRBRAM,112,13275862068965.5
03/31/1960,FXRBRAM,96,11379310344827.6
04/30/1960,FXRBRAM,122,14461206896551.7
05/31/1960,FXRBRAM,131,15528017241379.3
06/30/1960,FXRBRAM,130,15409482758620.7
07/31/1960,FXRBRAM,130,15409482758620.7
08/31/1960,FXRBRAM,132,15646551724137.9
09/30/1960,FXRBRAM,139,16476293103448.3
10/31/1960,FXRBRAM,141,16713362068965.5
11/30/1960,FXRBRAM,131,15528017241379.3
12/31/1960,FXRBRAM,141,12185736073455.7
01/31/1961,FXRBRAM,44,3802641044198.95
02/28/1961,FXRBRAM,33,2851980783149.21
03/31/1961,FXRBRAM,40,3456946403817.22
04/30/1961,FXRBRAM,37,3197675423530.93
05/31/1961,FXRBRAM,53,4580453985057.82
06/30/1961,FXRBRAM,49,4234759344676.1
07/31/1961,FXRBRAM,41,3543370063912.65
08/31/1961,FXRBRAM,49,4234759344676.1
09/30/1961,FXRBRAM,81,7000316467729.88
10/31/1961,FXRBRAM,91,7864553068684.18
11/30/1961,FXRBRAM,167,14432751235936.9
12/31/1961,FXRBRAM,185,10933806146572.1
01/31/1962,FXRBRAM,133,7860520094562.65
02/28/1962,FXRBRAM,135,7978723404255.32
03/31/1962,FXRBRAM,132,7801418439716.31
04/30/1962,FXRBRAM,157,9278959810874.7
05/31/1962,FXRBRAM,146,8628841607565.01
06/30/1962,FXRBRAM,122,7210401891252.96
07/31/1962,FXRBRAM,102,6028368794326.24
08/31/1962,FXRBRAM,86,5082742316784.87
09/30/1962,FXRBRAM,82,4846335697399.53
10/31/1962,FXRBRAM,56,3309692671394.8
11/30/1962,FXRBRAM,80,4728132387706.86
12/31/1962,FXRBRAM,60,2214170692431.56
01/31/1963,FXRBRAM,60,2214170692431.56
02/28/1963,FXRBRAM,60,2214170692431.56
03/31/1963,FXRBRAM,60,2214170692431.56
04/30/1963,FXRBRAM,60,2214170692431.56
05/31/1963,FXRBRAM,60,2214170692431.56
06/30/1963,FXRBRAM,60,2214170692431.56
07/31/1963,FXRBRAM,61,2251073537305.42
08/31/1963,FXRBRAM,63,2324879227053.14
09/30/1963,FXRBRAM,64,2361782071927
10/31/1963,FXRBRAM,66,2435587761674.72
11/30/1963,FXRBRAM,68,2509393451422.44
12/31/1963,FXRBRAM,69,1418161434977.58
